category,error_code_number,error_code_name,message,cause,recommendation,resolution
PostgreSQL,,DF-SAPODATA-ODataServiceOrEntityMissed,"Both SAP servicePath and entityName are required in import-schema, preview- data and read data operation.","Service path and Entity name can't be null when importing schema, previewing data or reading data.","Specify the Service path and Entity name when importing schema, previewing data or reading data.",
PostgreSQL,,DF-SAPODATA-TimeoutInvalid,"Timeout is invalid, it should be no more than 7 days.",The timeout can't exceed 7 days.,Specify the valid timeout.,
PostgreSQL,,DF-SAPODATA-ODataServiceMissed,SAP servicePath is required when browsing entity name.,The Service path can't be null when browsing the entity name.,Specify the Service path.,
PostgreSQL,,DF-SAPODATA-SystemError,System Error: Failed to get deltaToken from SAP. Please contact Microsoft support for further assistance.,Failed to get the delta token from SAP.,Contact Microsoft support for further assistance.,
PostgreSQL,,DF-SAPODATA-StageAuthInvalid,Invalid client secret provided,The service principal credential of the staging storage is incorrect.,"Test connection in your staging storage linked service, and confirm that the authentication settings in your staging storage are correct.",
PostgreSQL,,DF-SAPODATA-NotReached,,"Failed to create OData connection to the request URL. Different causes may lead to this issue. Check the list below for possible causes and related recommendations. Your SAP server is shut down. Check if your SAP server is started. Self-hosted integration runtime proxy issue. Check your self-hosted integration runtime proxy. Incorrect parameters input (for Check your input parameters: SAP server name, password. example, wrong SAP server name or password)",,
PostgreSQL,,DF-SAPODATA-NoneODPService,"Current odata service doesn't support extracting ODP data, please enable ODP for the service",The current OData service doesn't support extracting ODP data.,Enable ODP for the service.,
PostgreSQL,,DF-SAPODP-AuthInvalid,SapOdp Name or Password incorrect,Your input name or password is incorrect.,Confirm your input name or password is correct.,
PostgreSQL,,DF-SAPODP-ContextInvalid,,The context value doesn't exist in SAP OPD.,Check the context value and make sure it's valid.,
PostgreSQL,,DF-SAPODP-ContextMissed,Context is required,Different causes may lead to this error. Check below list for possible cause analysis and related recommendation. Your context value can't be empty when reading data. Specify the context. Your context value can't be empty when browsing object names. Specify the context.,,
PostgreSQL,,DF-SAPODP-DataflowSystemError,,,"Reconfigure the activity and run it again. If the issue persists, you can contact Microsoft support for further assistance.",
PostgreSQL,,DF-SAPODP-DataParsingFailed,,"Mostly you have hidden column settings in your SAP table. When you use SAP mapping data flow to read data from SAP server, it returns all the schema (columns, including hidden ones), but returned data do not contain related values. So, data misalignment happened and led to parse value issue or wrong data value issue.","There are two recommendations for this issue： 1. Remove hidden settings from the related columns through the SAP user interface. 2. If you want to keep existed SAP settings unchanged, use hidden feature (manually add DSL property enableProjection:true in script) in SAP mapping data flow to filter the hidden columns and continue to read data.",
PostgreSQL,,DF-SAPODP-ObjectInvalid,,The object name isn't found or not released.,Check the object name and make sure it is valid and already released.,
PostgreSQL,,DF-SAPODP-ObjectNameMissed,'objectName' (SAP object name) is required,Object names must be defined when reading data from SAP ODP.,Specify the SAP ODP object name.,
PostgreSQL,,DF-SAPODP-SAPSystemError,,This is an SAP system error: user id locked .,Contact SAP admin for assistance.,
PostgreSQL,,DF-SAPODP-SessionTerminate,Internal session terminated with a runtime error RAISE_EXCEPTION (see ST22),Transient issues for SLT objects.,Rerun the data flow activity.,
PostgreSQL,,DF-SAPODP-SHIROFFLINE,,Your self-hosted integration runtime is offline.,Check your self-hosted integration runtime status and confirm it's online.,
PostgreSQL,,DF-SAPODP-SLT-LIMITATION,Preview is not supported in SLT system,Your context or object is in SLT system that doesn't support preview. This is an SAP ODP SLT system limitation.,Directly run the data flow activity.,
PostgreSQL,,DF-SAPODP-StageAuthInvalid,Invalid client secret provided,The service principal certificate credential of the staging storage isn't correct.,"Check whether the test connection is successful in your staging storage linked service, and confirm the authentication setting of your staging storage is correct.",
PostgreSQL,,DF-SAPODP-StageAuthInvalid,Failed to authenticate the request to storage,The key of your staging storage isn't correct.,"Check whether the test connection is successful in your staging storage linked service, and confirm the key of your staging Azure Blob Storage is correct.",
PostgreSQL,,DF-SAPODP-StageBlobPropertyInvalid,Read from staging storage failed: Staging blob storage auth properties not valid.,Staging Blob storage properties aren't valid.,Check the authentication setting in your staging linked service.,
PostgreSQL,,DF-SAPODP-StageContainerInvalid,Unable to create Azure Blob container,The input container doesn't exist in your staging storage.,Input a valid container name for the staging storage. Reselect another existed container name or create a new container manually with your input name.,
PostgreSQL,,DF-SAPODP-StageContainerMissed,Container or file system is required for staging storage.,Your container or file system isn't specified for staging storage.,Specify the container or file system for the staging storage.,
PostgreSQL,,DF-SAPODP-StageFolderPathMissed,Folder path is required for staging storage,Your staging storage folder path isn't specified.,Specify the staging storage folder.,
PostgreSQL,,DF-SAPODP-StageGen2PropertyInvalid,Read from staging storage failed: Staging Gen2 storage auth properties not valid.,Authentication properties of your staging Azure Data Lake Storage Gen2 aren't valid.,Check the authentication setting in your staging linked service.,
PostgreSQL,,DF-SAPODP-StageStorageServicePrincipalCertNotSupport,Read from staging storage failed: Staging storage auth doesn't support service principal cert.,The service principal certificate credential isn't supported for the staging storage.,Change your authentication to not use the service principal certificate credential.,
PostgreSQL,,DF-SAPODP-StageStorageTypeInvalid,Your staging storage type of SapOdp is invalid,Only Azure Blob Storage and Azure Data Lake Storage Gen2 are supported for SAP ODP staging.,Select Azure Blob Storage or Azure Data Lake Storage Gen2 as your staging storage.,
PostgreSQL,,DF-SAPODP-SubscriberNameMissed,'subscriberName' is required while option 'enable change data capture' is selected,The SAP linked service property subscriberName is required while option 'enable change data capture' is selected.,Specify the subscriberName in SAP ODP linked service.,
PostgreSQL,,DF-SAPODP-SystemError,,This error is a data flow system error or SAP server system error.,"Check the error message. If it contains SAP server related error stacktrace, contact SAP admin for assistance. Otherwise, contact Microsoft support for further assistance.",
PostgreSQL,,DF-SAPODP-NotReached,partner '.*' not reached,"This is a connectivity issue. Different causes may lead to this issue. Check below list for possible cause analysis and related recommendation. Your SAP server is shut down. Check your SAP server is started. Your IP or port of the self-hosted integration Check your IP or port of self-hosted integration runtime isn't in SAP network security rule. runtime is in your SAP network security rule. Self-hosted integration runtime proxy issue. Check your self-hosted integration runtime proxy. Incorrect parameters input (e.g. wrong SAP Check your input parameters: SAP server name, IP. server name or IP).",,
PostgreSQL,,DF-SAPODP-DependencyNotFound,"Could not load file or assembly 'sapnco, Version=*",You don't download and install SAP .NET connector on the machine of the self- hosted integration runtime.,Follow Set up a self-hosted integration runtime to set up the self- hosted integration runtime for the SAP Change Data Capture (CDC) connector.,
PostgreSQL,,DF-SAPODP-NoAuthForFunctionModule,No REF authorization for function module RODPS_REPL_CONTEXT_GET_LIST,Lack of authorization to execute the related function module.,Follow this SAP notes to add the required authorization profile to your SAP account.,
PostgreSQL,,DF-SAPODP-OOM,No more memory available to add rows to an internal table,"SAP Table connector has its limitation for big table extraction. SAP Table underlying relies on an RFC which will read all the data from the table into the memory of SAP system, so out of memory (OOM) issue will happen when extracting big tables.","Use SAP CDC connector to do full load directly from your source system, then move delta to SAP Landscape Transformation Replication Server (SLT) after init without delta is released.",
PostgreSQL,,DF-SAPODP-SourceNotSupportDelta,Source .* does not support deltas,The ODP context/ODP name you specified doesn't support delta.,"Enable delta mode for your SAP source, or select Full on every run as run mode in data flow. For more information, see this document .",
PostgreSQL,,DF-SAPODP-SAPI-LIMITATION,"Error Number 518, Source .* not found, not released or not authorized","Check if your context is the SAP Service API (SAPI). If so, in SAPI context, you can only extract the relevant extractors for SAP tables. Recommendations: Refer to this document .",,
PostgreSQL,,DF-SAPODP-KeyColumnsNotSpecified,Key columns should be specified for non-insertable operations (updates/deletes),"This error occurs when you skip selecting Key Columns in the sink table. Recommendations: Allowing delete, upsert and update options requires a key column to be specified. Specify one or more columns for the row matching in sink.",,
PostgreSQL,,DF-SAPODP-InsufficientResource,A short dump has occurred in a database operation,"SAP system ran out of resources, which resulted in short dump in SAP server. Recommendations: Contact your SAP administrator to address the problem in SAP instance and retry.",,
SAP,,DF-SAPODP-ExecuteFuncModuleWithPointerFailed,Execute function module .* with pointer .* failed,"SAP system issue. Recommendations: Go to SAP instance, and check ST22 (short dump, similar to windows dump) and review the code where the error happened. In most cases, SAP offers hints on various possibilities for further troubleshooting.",,
SAP,,DF-Snowflake-IncompatibleDataType,"Expression type does not match column data type, expecting VARIANT but got VARCHAR.",The column's type of input data which is string is different from the related column's type in the Snowflake sink transformation which is VARIANT.,"For the snowflake VARIANT, it can only accept data flow value which is struct, map or array type. If the value of your input data columns is JSON or XML or other string, use a parse transformation before the Snowflake sink transformation to covert value into struct, map or array type.",
SAP,,DF-Snowflake-InvalidDataType,The spark type is not supported in snowflake.,An invalid data type is provided in the Snowflake.,Use the derive transformation before applying the Snowflake sink to update the related column of the input data into the string type.,
SAP,,DF-Snowflake-InvalidStageConfiguration,Only blob storage type can be used as stage in snowflake read/write operation.,An invalid staging configuration is provided in the Snowflake.,Update Snowflake staging settings to ensure that only Azure Blob linked service is used.,
SAP,,DF-Snowflake-InvalidStageConfiguration,Snowflake stage properties should be specified with Azure Blob + SAS authentication.,An invalid staging configuration is provided in the Snowflake.,Ensure that only the Azure Blob + SAS authentication is specified in the Snowflake staging settings.,
SAP,,DF-SQLDW-ErrorRowsFound,,Error/invalid rows are found when writing to the Azure Synapse Analytics sink.,Find the error rows in the rejected data storage location if it is configured.,
SAP,,DF-SQLDW-ExportErrorRowFailed,Exception is happened while writing error rows to storage.,An exception happened while writing error rows to the storage.,Check your rejected data linked service configuration.,
SAP,,DF-SQLDW-IncorrectLinkedServiceConfiguration,The linked service is incorrectly configured as type 'Azure Synapse Analytics' instead of 'Azure SQL Database'. Please create a new linked service of type 'Azure SQL Database' Note: Please check that the given database is of type 'Dedicated SQL pool (formerly SQL Data Warehouse)' for linked service type 'Azure Synapse Analytics'.,The linked service is incorrectly configured as type Azure Synapse Analytics instead of Azure SQL Database.,"Create a new linked service of type Azure SQL Database, and check that the given database is of type Dedicated SQL pool (formerly SQL DW) for linked service type Azure Synapse Analytics.",
SAP,,DF-SQLDW-InternalErrorUsingMSI,An internal error occurred while authenticating against Managed Service Identity in Azure Synapse Analytics instance. Please restart the Azure Synapse Analytics instance or contact Azure Synapse Analytics Dedicated SQL Pool support if this problem persists.,An internal error occurred in Azure Synapse Analytics.,Restart the Azure Synapse Analytics instance or contact Azure Synapse Analytics Dedicated SQL Pool support if this problem persists.,
Azure Synapse,,DF-SQLDW-InvalidBlobStagingConfiguration,Blob storage staging properties should be specified.,Invalid blob storage staging settings are provided,Check if the Blob linked service used for staging has correct properties.,
Azure Synapse,,DF-SQLDW-InvalidConfiguration,ADLS Gen2 storage staging properties should be specified. Either one of key or tenant/spnId/spnCredential/spnCredentialType or miServiceUri/miServiceToken is required.,Invalid ADLS Gen2 staging properties are provided.,Update ADLS Gen2 storage staging settings to have one of key or tenant/spnId/spnCredential/spnCredentialType or miServiceUri/miServiceToken.,
Azure Synapse,,DF-SQLDW-InvalidGen2StagingConfiguration,ADLS Gen2 storage staging only support service principal key credential.,An invalid credential is provided for the ADLS gen2 storage staging.,Use the service principal key credential of the Gen2 linked service used for staging.,
Azure Synapse,,DF-SQLDW-InvalidStorageType,Storage type can either be blob or gen2.,An invalid storage type is provided for staging.,Check the storage type of the linked service used for staging and make sure that it's Blob or Gen2.,
Azure Synapse,,DF-SQLDW-StagingStorageNotSupport,Staging Storage with partition DNS enabled is not supported if enable staging. Please uncheck enable staging in sink using Synapse Analytics.,Staging storage with partition DNS enabled isn't supported if you enable staging. Recommendations: Uncheck Enable staging in sink when using Azure Synapse Analytics.,,
Azure Synapse,,DF-SQLDW-DataTruncation,"Your target table has a column with (n)varchar or (n)varbinary type that has a smaller column length limitation than real data, please either adjust the column definition in your target table or change the source data.",Your target table has a column with varchar or varbinary type that has a smaller column length limitation than real data. Recommendations: Adjust the column definition in your target table or change the source data.,,
Azure Synapse,,DF-Synapse-DBNotExist,,The database doesn't exist.,Check if the database exists.,
Azure Synapse,,DF-Synapse-InvalidDatabaseType,Database type is not supported.,The database type isn't supported.,Check the database type and change it to the proper one.,
Azure Synapse,,DF-Synapse-InvalidFormat,Format is not supported.,The format isn't supported.,Check the format and change it to the proper one.,
Azure Synapse,,DF-Synapse-InvalidOperation,,The operation isn't supported.,"Change Update method configuration as delete, update and upsert are not supported in Workspace DB.",
Azure Synapse,,DF-Synapse-InvalidTableDBName,"The table/database name is not a valid name for tables/databases. Valid names only contain alphabet characters, numbers and _.",The table/database name isn't valid.,"Change a valid name for the table/database. Valid names only contain alphabet characters, numbers and _ .",
Azure Synapse,,DF-Synapse-StoredProcedureNotSupported,Use 'Stored procedure' as Source is not supported for serverless (on-demand) pool.,The serverless pool has limitations.,"Retry using 'query' as the source or saving the stored procedure as a view, and then use 'table' as the source to read from view directly.",
Azure Synapse,,DF-Xml-InvalidDataField,The field for corrupt records must be string type and nullable.,"An invalid data type of the column \""_corrupt_record\"" is provided in the XML source.","Make sure that the column \""_corrupt_record\"" in the XML source has a string data type and nullable.",
Azure Synapse,,DF-Xml-InvalidElement,XML Element has sub elements or attributes which can't be converted.,The XML element has sub elements or attributes which can't be converted.,Update the XML file to make the XML element has right sub elements or attributes.,
Azure Synapse,,DF-Xml-InvalidReferenceResource,Reference resource in xml data file cannot be resolved.,The reference resource in the XML data file can't be resolved.,Check the reference resource in the XML data file.,
Azure Synapse,,DF-Xml-InvalidSchema,Schema validation failed.,The invalid schema is provided on the XML source.,Check the schema settings on the XML source to make sure that it's the subset schema of the source data.,
Azure Synapse,,DF-Xml-InvalidValidationMode,Invalid xml validation mode is provided.,An invalid XML validation mode is provided.,Check the parameter value and specify the right validation mode.,
Azure Synapse,,DF-Xml-MalformedFile,Malformed xml with path in FAILFAST mode.,Malformed XML with path exists in the FAILFAST mode.,Update the content of the XML file to the right format.,
Azure Synapse,,DF-Xml-UnsupportedExternalReferenceResource,External reference resource in xml data file is not supported.,The external reference resource in the XML data file isn't supported.,Update the XML file content when the external reference resource isn't supported now.,
Azure Synapse,,GetCommand OutputAsync failed,During Data Flow debug and data preview: GetCommand OutputAsync failed with ...,This error is a back-end service error.,"Retry the operation and restart your debugging session. If retrying and restarting doesn't resolve the problem, contact customer support.",
Azure Synapse,,InvalidTemplate,The pipeline expression cannot be evaluated.,The pipeline expression passed in the Data Flow activity isn't being processed correctly because of a syntax error.,"Check data flow activity name. Check expressions in activity monitoring to verify the expressions. For example, data flow activity name can't have a space or a hyphen.",
Azure Synapse,,InvalidTemplate,"Self-hosted integration runtime node/logical self-hosted IR is in Inactive/ ""Running (Limited)"" state Cause The self-hosted integrated runtime node might have a status of Inactive, as shown in the following screenshot: This behavior occurs when nodes can't communicate with each other. Resolution 1. Log in to the node-hosted virtual machine (VM). Under Applications and Services Logs > Integration Runtime, open Event Viewer, and filter the error logs. 2. Check to see whether an error log contains the following error: System.ServiceModel.EndpointNotFoundException: Could not connect to net.tcp://xxxxxxx.bwld.com:8060/ExternalService.svc/WorkerManager. The connection attempt lasted for a time span of 00:00:00.9940994. TCP error code 10061: No connection could be made because the target machine actively refused it 10.2.4.10:8060. System.Net.Sockets.SocketException: No connection could be made because the target machine actively refused it. 10.2.4.10:8060 at System.Net.Sockets.Socket.",,,
Azure Synapse,127,,"The spark job of Dataflow completed, but the runtime state is either null or still InProgress..",Transient issue with microservices involved in the execution can cause the run to fail.,Refer to scenario 3 transient issues.,
Azure Synapse,2011,,"The activity was running on Azure Integration Runtime and failed to decrypt the credential of data store or compute connected via a Self-hosted Integration Runtime. Please check the configuration of linked services associated with this activity, and make sure to use the proper integration runtime type.",Data flow doesn't support linked services on self-hosted integration runtimes.,Configure data flow to run on a Managed Virtual Network integration runtime.,
Azure Synapse,4502,,There are substantial concurrent MappingDataflow executions that are causing failures due to throttling under Integration Runtime.,"A large number of Data Flow activity runs are occurring concurrently on the integration runtime. For more information, see Azure Data Factory limits.","If you want to run more Data Flow activities in parallel, distribute them across multiple integration runtimes.",
Azure Synapse,4503,,"There are substantial concurrent MappingDataflow executions which is causing failures due to throttling under subscription '%subscriptionId;', ActivityId: '%activityId;'.",Throttling threshold was reached.,Retry the request after a wait period.,
Azure Synapse,4506,,Failed to provision cluster for '%activityId;' because the request computer exceeds the maximum concurrent count of 200. Integration Runtime '%IRName;',Transient error,Retry the request after a wait period.,
Azure Synapse,4507,,Unsupported compute type and/or core count value.,Unsupported compute type and/or core count value was provided.,Use one of the supported compute type and/or core count values given on this document.,
Azure Synapse,4508,,Spark cluster not found.,,Restart the debug session.,
Azure Synapse,4509,,"Hit unexpected failure while allocating compute resources, please retry. If the problem persists, please contact Azure Support",Transient error,Retry the request after a wait period.,
Azure Synapse,4510,,Unexpected failure during execution.,"Since debug clusters work differently from job clusters, excessive debug runs could wear the cluster over time, which could cause memory issues and abrupt restarts.","Restart Debug cluster. If you are running multiple dataflows during debug session, use activity runs instead because activity level run creates separate session without taxing main debug cluster.",
Azure Synapse,4511,,"java.sql.SQLTransactionRollbackException. Deadlock found when trying to get lock; try restarting transaction. If the problem persists, please contact Azure Support",Transient error,Retry the request after a wait period.,
Azure Synapse,,SystemErrorSynapseSparkJobFailed (Ongoing),Job failed during run time with state=[dead]. Credentials were not provided for the WASB URI.,"Data flow is unsupported in Synapse workspaces using Spark version 3.4 when DEP (Data Exfiltration Protection) is enabled by selecting ""Allow outbound data traffic only to approved targets"" during workspace network configuration.","Disable the above settings during workspace creation. For more information, see this document Miscellaneous troubleshooting tips Issue: Unexpected exception occurred and execution failed.",
Azure Synapse,,SystemErrorSynapseSparkJobFailed (Ongoing),During Data Flow activity execution: Hit unexpected exception and execution failed.,This error is a back-end service error. Retry the operation and restart your debugging session.,"If retrying and restarting doesn't resolve the problem, contact customer support. Issue: No output data on join during debug data preview.",
Azure Synapse,,SystemErrorSynapseSparkJobFailed (Ongoing),There are a high number of null values or missing values which may be caused by having too few rows sampled. Try updating the debug row limit and refreshing the data.,The join condition either didn't match any rows or resulted in a large number of null values during the data preview.,"In Debug Settings, increase the number of rows in the source row limit. Be sure to select an Azure IR that has a data flow cluster that's large enough to handle more data. Issue: Validation error at source with multiline CSV files.",
Azure Synapse,,SystemErrorSynapseSparkJobFailed (Ongoing),You might see one of these error messages: The last column is null or missing. Schema validation at source fails. Schema import fails to show correctly in the UX and the last column has a new line character in the name.,"In the Mapping data flow, multiline CSV source files don't currently work when \r\n is used as the row delimiter. Sometimes extra lines at carriage returns can cause errors.","Generate the file at the source by using \n as the row delimiter rather than \r\n. Or use the Copy activity to convert the CSV file to use \n as a row delimiter. Improvement on CSV/CDM format in Data Flow If you use the Delimited Text or CDM formatting for mapping data flow in Azure Data Factory V2, you may face the behavior changes to your existing pipelines because of the improvement for Delimited Text/CDM in data flow starting from 1 May 2021. You may encounter the following issues before the improvement, but after the improvement, the issues were fixed. Read the following content to determine whether this improvement affects you. Scenario 1: Encounter the unexpected row delimiter issue You are affected if you are in the following conditions: Using the Delimited Text with the Multiline setting set to True or CDM as the source. The first row has more than 128 characters. The row delimiter in data files isn't \n .",
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""Connection Timeout Expired"" or ""The service has encountered an error processing your request. Try again. "" Here are potential causes and recommended actions: The data source or destination is overloaded. Check the load on your data source or destination and see whether it has enough capacity. For example, if you used Azure SQL Database, consider scaling up if the database is likely to time out. The network between the SSIS integration runtime and the data source or destination is unstable, especially when the connection is cross-region or between on-premises and Azure. Apply the retry pattern in the SSIS package by following these steps: Make sure your SSIS packages can rerun on failure without side effects (for example, data loss or data duplication). Configure Retry and Retry interval of Execute SSIS Package activity on the General tab. For an ADO.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""ADO NET Source has failed to acquire the connection '...'` with ""A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server wasn't found or wasn't accessible. "" This issue usually means the data source or destination is inaccessible from the SSIS integration runtime. The reasons can vary. Try these actions: Make sure you're passing the data source or destination name/IP correctly. Make sure the firewall is set properly. Make sure your virtual network is configured properly if your data source or destination is on-premises: You can verify whether the issue is from virtual network configuration by provisioning an Azure VM in the same virtual network. Then check whether the data source or destination can be accessed from the Azure VM. You can find more details about using a virtual network with an SSIS integration runtime in Join an Azure-SSIS integration runtime to a virtual network.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""ADO NET Source has failed to acquire the connection '...'"" with ""Couldn't create a managed connection manager. "" The potential cause is that the ADO.NET provider used in the package isn't installed in the SSIS integration runtime. You can install the provider by using a custom setup. You can find more details about custom setup in Customize setup for the Azure-SSIS integration runtime.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""The connection '...' isn't found "" A known issue in older versions of SQL Server Management Studio (SSMS) can cause this error. If the package contains a custom component (for example, SSIS Azure Feature Pack or partner components) that isn't installed on the machine where SSMS is used to do the deployment, SSMS will remove the component and cause the error. Upgrade SSMS to the latest version that has the issue fixed.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"`SSIS Executor exit code: -1073741819. "" Potential cause & recommended action: This error may be because of the limitation for Excel source and destination when multiple Excel sources or destinations are executing in parallel in multi-thread. You can work around this limitation by change your Excel components to execute in sequence, or separate them into different packages and trigger through ""Execute Package Task"" with ExecuteOutOfProcess property set as True.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""There isn't enough space on the disk "" This error means the local disk is used up in the SSIS integration runtime node. Check whether your package or custom setup is consuming a lot of disk spaces: If the disk is consumed by your package, it will be freed up after the package execution finishes. If the disk is consumed by your custom setup, you'll need to stop the SSIS integration runtime, modify your script, and start the integration runtime again. The whole Azure blob container that you specified for custom setup will be copied to the SSIS integration runtime node, so check whether there's any unnecessary content under that container.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""Failed to retrieve resource from master. Microsoft.SqlServer.IntegrationServices.Scale.ScaleoutContract.Common.MasterRe Code:300004. Description:Load file ""***"" failed. "" Potential cause & recommended action: If the SSIS Activity is executing package from file system (package file or project file), this error will occur if the project, package or configuration file is not accessible with the package access credential you provided in the SSIS Activity If you are using Azure File: The file path should start with \\<storage account name>.file.core.windows.net\<file share path> The domain should be ""Azure"" The username should be <storage account name> The password should be <storage access key> If you are using on-premises file, please check if VNet, package access credential and permission are configured properly so that your Azure-SSIS integration runtime can access your on-premises file share",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""The file name '...' specified in the connection was not valid "" Potential cause & recommended action: An invalid file name is specified Make sure you are using FQDN (Fully Qualified Domain Name) instead of short time in your connection manager",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""Cannot open file '...' "" This error occurs when package execution can't find a file in the local disk in the SSIS integration runtime. Try these actions: Don't use the absolute path in the package that's being executed in the SSIS integration runtime. Use the current execution working directory (.) or the temp folder (%TEMP%) instead. If you need to persist some files on SSIS integration runtime nodes, prepare the files as described in Customize setup. All the files in the working directory will be cleaned up after the execution is finished. Use Azure Files instead of storing the file in the SSIS integration runtime node. For details, see Use Azure file shares.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""The database 'SSISDB' has reached its size quota "" A potential cause is that the SSISDB database created in Azure SQL Database or in SQL Managed Instance has reached its quota. Try these actions: Consider increasing the DTU of your database. You can find details in SQL Database limits for a logical server. Check whether your package would generate many logs. If so, you can configure an elastic job to clean up these logs. For details, see Clean up SSISDB logs with Azure Elastic Database jobs.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""The request limit for the database is ... and has been reached. "" If many packages are running in parallel in the SSIS integration runtime, this error might occur because SSISDB has hit its request limit. Consider increasing the DTU of SSISDB to resolve this issue. You can find details in SQL Database limits for a logical server.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""SSIS Operation failed with unexpected operation status: ... "" The error is mostly caused by a transient problem, so try to rerun the package execution. Apply the retry pattern in the SSIS package by following these steps: Make sure your SSIS packages can rerun on failure without side effects (for example, data loss or data duplication). Configure Retry and Retry interval of Execute SSIS Package activity on the General tab. For an ADO.NET and OLE DB source or destination component, set ConnectRetryCount and ConnectRetryInterval in Connection Manager in the SSIS package or SSIS activity.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""There is no active worker. "" This error usually means the SSIS integration runtime has an unhealthy status. Check the Azure portal for the status and detailed errors. For more information, see Azure-SSIS integration runtime.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""Your integration runtime cannot be upgraded and will eventually stop working, since we cannot access the Azure Blob container you provided for custom setup. "" This error occurs when the SSIS integration runtime can't access the storage configured for custom setup. Check whether the shared access signature (SAS) URI that you provided is valid and hasn't expired.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""Microsoft OLE DB Provider for Analysis Services. 'Hresult: 0x80004005 Description:' COM error: COM error: mscorlib; Exception has been thrown by the target of an invocation "" One potential cause is that the username or password with Microsoft Entra multifactor authentication enabled is configured for Azure Analysis Services authentication. This authentication isn't supported in the SSIS integration runtime. Try to use a service principal for Azure Analysis Services authentication: 1. Prepare a service principal as described in Automation with service principals. 2. In the Connection Manager, configure Use a specific user name and password: set app:<AppID>@<TenantID> as the username and clientSecret as the password. Here is an example of a correctly formatted user name: app:12345678-9012-3456-789a-bcdef012345678@9abcdef0-1234-5678-9abc-def0123456789abc 3. In Connection Manager, configure Use a specific user name and password: set AppID as the username and clientSecret as the password.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""ADONET Source has failed to acquire the connection {GUID} with the following error message: Login failed for user 'NT AUTHORITY\ANONYMOUS LOGON'"" when using a managed identity "" Make sure you don't configure the authentication method of Connection Manager as Active Directory Password Authentication when the parameter ConnectUsingManagedIdentity is True. You can configure it as SQL Authentication instead, which is ignored if ConnectUsingManagedIdentity is set.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""0xC020801F at ..., OData Source [...]: Cannot acquire a managed connection from the run-time connection manager "" One potential cause is that the Transport Layer Security (TLS) is not enable in SSIS integration runtime which is required by your OData source. You can enable TLS in SSIS integration runtime by using Customize setup. More detail can be found at Can't connect Project Online Odata from SSIS and Customize setup for the Azure-SSIS integration runtime.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""Request staging task with operation guid ... fail since error: Failed to dispatch staging operation with error message: Microsoft.SqlServer.IntegrationServices.AisAgentCore.AisAgentException: Failed to load data proxy. "" Make sure your Azure-SSIS integration runtime is configured with Self-Hosted integration runtime. More detail can be found at Configure Self-Hosted IR as a proxy for Azure-SSIS IR in ADF.",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""Staging task status: Failed. Staging task error: ErrorCode: 2010, ErrorMessage: The Self-hosted Integration Runtime ... is offline "" Make sure your Self-Hosted integration runtime is installed and started. More detail can be found at Create and configure a self-hosted integration runtime",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""Staging task error: ErrorCode: 2906, ErrorMessage: Package execution failed. Output: {""OperationErrorMessages"": ""Error: The requested OLE DB provider ... is not registered. If the 64-bit driver is not installed, run the package in 32-bit mode... "" Make sure the corresponding provider used by your OLE DB connectors in your package are installed on Self-Hosted integration runtime machine properly. More detail can be found at Configure Self-Hosted IR as a proxy for Azure-SSIS IR in ADF",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""Staging task error: ErrorCode: 2906, ErrorMessage: Package execution failed. Output: {""OperationErrorMessages"": ""Error: System.IO.FileLoadException: Could not load file or assembly 'Microsoft.WindowsAzure.Storage, Version=..., Culture=neutral, PublicKeyToken=31bf3856ad364e35' or one of its dependencies. The located assembly's manifest definition does not match the assembly reference.'... "" One potential cause is your Self-Hosted integration runtime is not installed or upgraded properly. Suggest to download and reinstall the latest Self-hosted integration runtime. More detail can be found at Create and configure a self-hosted integration runtime",,,
